"membership_id";"membership_plan";"renewal_cycle";"first_join_date";"event_name";"upsell_date";"new_renewal_cycle";"membership_amount";"currency";"renews_date";"upsell_plan";"churn_date";"cancellation_date";"log_creation_time"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-01 07:00:00";Bronze;NULL;NULL;"2022-01-14 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-01 07:00:00";Bronze;NULL;NULL;"2022-01-12 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-01 07:00:00";Bronze;NULL;NULL;"2022-01-12 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-01 07:00:00";Bronze;NULL;NULL;"2021-12-06 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-01 07:00:00";Bronze;NULL;NULL;"2021-12-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-03-01 07:00:00";NULL;NULL;NULL;"2021-12-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-01 07:00:00";Bronze;NULL;NULL;"2021-12-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-12-01 07:00:00";Bronze;NULL;NULL;"2021-10-20 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-12-01 07:00:00";NULL;NULL;NULL;"2021-09-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-12-01 07:00:00";Bronze;NULL;NULL;"2021-09-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-09-01 07:00:00";Bronze;NULL;NULL;"2021-08-09 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-09-01 07:00:00";NULL;NULL;NULL;"2021-06-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-09-01 07:00:00";Bronze;NULL;NULL;"2021-06-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-06-01 07:00:00";Bronze;NULL;NULL;"2021-03-12 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-06-01 07:00:00";Bronze;NULL;NULL;"2021-03-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-06-01 07:00:00";NULL;NULL;NULL;"2021-03-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-06-01 07:00:00";Bronze;NULL;NULL;"2021-03-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-03-01 07:00:00";NULL;NULL;NULL;"2020-12-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-03-01 07:00:00";Bronze;NULL;NULL;"2020-12-01 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-12-01 07:00:00";Bronze;NULL;NULL;"2020-11-24 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipValueChanged;NULL;3;499;USD;NULL;Bronze;NULL;NULL;"2020-09-02 00:00:00"
109;Bronze;Quarterly;"2020-08-31 00:00:00";MembershipActivated;NULL;NULL;499;USD;"2020-12-01 07:00:00";NULL;NULL;NULL;"2020-09-02 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-08-01 07:00:00";Bronze;NULL;NULL;"2022-05-27 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-08-01 07:00:00";Bronze;NULL;NULL;"2022-05-20 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-08-01 07:00:00";Bronze;NULL;NULL;"2022-05-13 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-08-01 07:00:00";NULL;NULL;NULL;"2022-05-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-08-01 07:00:00";Bronze;NULL;NULL;"2022-05-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-04-14 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-04-12 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-03-31 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-02-17 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-02-15 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-02-11 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-02-09 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-05-01 07:00:00";NULL;NULL;NULL;"2022-02-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Bronze;NULL;NULL;"2022-02-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Bronze;NULL;NULL;"2022-01-17 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Bronze;NULL;NULL;"2022-01-12 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Bronze;NULL;NULL;"2021-12-06 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Bronze;NULL;NULL;"2021-12-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-02-01 07:00:00";NULL;NULL;NULL;"2021-11-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Bronze;NULL;NULL;"2021-11-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-11-01 07:00:00";Bronze;NULL;NULL;"2021-10-20 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-11-01 07:00:00";NULL;NULL;NULL;"2021-08-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-11-01 07:00:00";Bronze;NULL;NULL;"2021-08-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-08-01 07:00:00";NULL;NULL;NULL;"2021-07-29 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Bronze;NULL;NULL;"2021-05-10 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Bronze;NULL;NULL;"2021-05-10 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-08-01 07:00:00";NULL;NULL;NULL;"2021-05-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Bronze;NULL;NULL;"2021-05-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Bronze;NULL;NULL;"2021-04-26 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Bronze;NULL;NULL;"2021-02-26 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Bronze;NULL;NULL;"2021-02-15 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-05-01 07:00:00";NULL;NULL;NULL;"2021-02-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Bronze;NULL;NULL;"2021-02-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-02-01 07:00:00";Bronze;NULL;NULL;"2020-11-24 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-02-01 07:00:00";NULL;NULL;NULL;"2020-11-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-02-01 07:00:00";Bronze;NULL;NULL;"2020-11-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2020-11-01 07:00:00";NULL;NULL;NULL;"2020-10-23 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipValueChanged;NULL;3;5,950;DKK;NULL;Bronze;NULL;NULL;"2020-10-23 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipActivated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";NULL;NULL;NULL;"2020-10-23 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";Bronze;NULL;NULL;"2020-09-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";Bronze;NULL;NULL;"2020-09-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";Bronze;NULL;NULL;"2020-09-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipValueChanged;NULL;2;5,950;DKK;NULL;Bronze;NULL;NULL;"2020-09-01 00:00:00"
110;Bronze;Quarterly;"2020-09-01 00:00:00";MembershipActivated;NULL;NULL;499;DKK;"2020-10-01 14:00:00";NULL;NULL;NULL;"2020-09-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-08-01 07:00:00";NULL;NULL;NULL;"2022-05-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-08-01 07:00:00";Gold;NULL;NULL;"2022-05-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;1;499;DKK;"2022-05-01 07:00:00";NULL;NULL;NULL;"2022-04-27 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-05-01 07:00:00";NULL;NULL;NULL;"2022-04-11 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;1;499;DKK;"2022-05-01 07:00:00";NULL;NULL;NULL;"2022-03-31 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Gold;NULL;NULL;"2022-03-04 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Gold;NULL;NULL;"2022-03-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Gold;NULL;NULL;"2022-02-17 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-05-01 07:00:00";NULL;NULL;NULL;"2022-02-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-05-01 07:00:00";Gold;NULL;NULL;"2022-02-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;1;499;DKK;"2022-02-01 07:00:00";NULL;NULL;NULL;"2022-01-25 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Gold;NULL;NULL;"2022-01-17 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-02-01 07:00:00";NULL;NULL;NULL;"2022-01-06 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Gold;NULL;NULL;"2022-01-05 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Gold;NULL;NULL;"2021-11-07 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Gold;NULL;NULL;"2021-11-07 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-02-01 07:00:00";NULL;NULL;NULL;"2021-11-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-02-01 07:00:00";Gold;NULL;NULL;"2021-11-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-11-01 07:00:00";Gold;NULL;NULL;"2021-10-26 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-12-04 07:00:00";Gold;NULL;NULL;"2021-10-07 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-12-04 07:00:00";NULL;NULL;NULL;"2021-09-04 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-12-04 07:00:00";Gold;NULL;NULL;"2021-09-04 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-09-04 07:00:00";Gold;NULL;NULL;"2021-09-03 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-11-01 07:00:00";Gold;NULL;NULL;"2021-08-08 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-11-01 07:00:00";NULL;NULL;NULL;"2021-08-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-11-01 07:00:00";Gold;NULL;NULL;"2021-08-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Gold;NULL;NULL;"2021-06-03 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpsellUpdated;"2021-05-01 07:00:50";NULL;150,000;DKK;NULL;NULL;NULL;NULL;"2021-05-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-08-01 07:00:00";NULL;NULL;NULL;"2021-05-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Gold;NULL;NULL;"2021-05-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipValueChanged;NULL;3;40,000;DKK;NULL;NULL;NULL;NULL;"2021-04-29 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Gold;NULL;NULL;"2021-04-29 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipChurnUpdated;NULL;NULL;7,316.25;DKK;NULL;NULL;"2021-03-24 20:59:43";NULL;"2021-03-24 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Gold;NULL;NULL;"2021-02-15 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-05-01 07:00:00";NULL;NULL;NULL;"2021-02-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Gold;NULL;NULL;"2021-02-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-02-01 07:00:00";Gold;NULL;NULL;"2020-11-24 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-02-01 07:00:00";NULL;NULL;NULL;"2020-11-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-02-01 07:00:00";Gold;NULL;NULL;"2020-11-01 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2020-11-01 07:00:00";NULL;NULL;NULL;"2020-10-26 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipValueChanged;NULL;3;47,666;DKK;NULL;Gold;NULL;NULL;"2020-10-26 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipActivated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";NULL;NULL;NULL;"2020-10-26 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";Gold;NULL;NULL;"2020-09-07 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipValueChanged;NULL;2;47,666;DKK;NULL;Gold;NULL;NULL;"2020-09-07 00:00:00"
111;Gold;Monthly;"2020-09-07 00:00:00";MembershipActivated;NULL;NULL;499;DKK;"2020-10-07 16:00:00";NULL;NULL;NULL;"2020-09-07 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-09-01 07:00:00";NULL;NULL;NULL;"2022-06-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-09-01 07:00:00";Gold;NULL;NULL;"2022-06-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-06-01 07:00:00";Gold;NULL;NULL;"2022-03-04 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-06-01 07:00:00";Gold;NULL;NULL;"2022-03-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-06-01 07:00:00";NULL;NULL;NULL;"2022-03-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-06-01 07:00:00";Gold;NULL;NULL;"2022-03-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-03-01 07:00:00";Gold;NULL;NULL;"2022-02-17 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-03-01 07:00:00";Gold;NULL;NULL;"2022-01-17 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-03-01 07:00:00";Gold;NULL;NULL;"2022-01-05 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2022-03-01 07:00:00";NULL;NULL;NULL;"2021-12-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2022-03-01 07:00:00";Gold;NULL;NULL;"2021-12-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-12-01 07:00:00";Gold;NULL;NULL;"2021-11-09 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-12-01 07:00:00";Gold;NULL;NULL;"2021-11-07 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-12-01 07:00:00";NULL;NULL;NULL;"2021-09-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-12-01 07:00:00";Gold;NULL;NULL;"2021-09-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-09-01 07:00:00";Gold;NULL;NULL;"2021-08-08 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-09-01 07:00:00";Gold;NULL;NULL;"2021-08-04 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-11-01 07:00:00";NULL;NULL;NULL;"2021-08-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-11-01 07:00:00";Gold;NULL;NULL;"2021-08-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Gold;NULL;NULL;"2021-06-02 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-08-01 07:00:00";NULL;NULL;NULL;"2021-05-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-08-01 07:00:00";Gold;NULL;NULL;"2021-05-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Gold;NULL;NULL;"2021-02-15 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-05-01 07:00:00";NULL;NULL;NULL;"2021-02-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-05-01 07:00:00";Gold;NULL;NULL;"2021-02-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2021-02-01 07:00:00";Gold;NULL;NULL;"2020-11-24 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipRenewed;NULL;NULL;499;DKK;"2021-02-01 07:00:00";NULL;NULL;NULL;"2020-11-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipValueChanged;NULL;3;8,666;DKK;NULL;Gold;NULL;NULL;"2020-11-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipActivated;NULL;NULL;499;DKK;"2021-02-01 07:00:00";NULL;NULL;NULL;"2020-11-01 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipUpdated;NULL;NULL;499;DKK;"2020-11-01 07:00:00";Gold;NULL;NULL;"2020-09-07 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipValueChanged;NULL;2;8,666;DKK;NULL;Gold;NULL;NULL;"2020-09-07 00:00:00"
112;Gold;Quarterly;"2020-09-07 00:00:00";MembershipActivated;NULL;NULL;499;DKK;"2020-10-07 16:00:00";NULL;NULL;NULL;"2020-09-07 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2023-03-03 22:00:00";Gold;NULL;NULL;"2022-05-10 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2023-03-03 22:00:00";Gold;NULL;NULL;"2022-03-22 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpsellUpdated;"2022-03-03 22:00:12";NULL;58,500;USD;NULL;NULL;NULL;NULL;"2022-03-03 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2023-03-03 22:00:00";NULL;NULL;NULL;"2022-03-03 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2023-03-03 22:00:00";Gold;NULL;NULL;"2022-03-03 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-03 22:00:00";Gold;NULL;NULL;"2022-02-22 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipValueChanged;NULL;12;2,999;USD;NULL;NULL;NULL;NULL;"2022-02-01 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-03 22:00:00";Gold;NULL;NULL;"2022-02-01 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-03 22:00:00";Gold;NULL;NULL;"2022-01-17 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-03 22:00:00";Gold;NULL;NULL;"2021-09-24 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-03 22:00:00";Gold;NULL;NULL;"2021-09-17 00:00:00"
113;Gold;Annually;"2020-09-16 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-03-03 22:00:00";Gold;NULL;NULL;"2021-06-30 00:00:00"
