"membership_id";"membership_amount";"currency";"renewal_cycle";"membership_plan";"join_date";"charge_amount";"description_event";"discount";"status";"message";"transaction_date";"triggered_by";"payment_method"
96;999;USD;Quarterly;Silver;"2020-06-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-03-11 00:00:00";system;PaymentCard
96;999;USD;Quarterly;Silver;"2020-06-11 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-11 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2022-12-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2022-09-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2022-06-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2022-03-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2021-12-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2021-09-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2021-06-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2021-03-15 00:00:00";system;PaymentCard
97;999;USD;Quarterly;Silver;"2020-06-15 00:00:00";2,997;membership payment;0;Success;Success;"2020-12-15 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2022-07-02 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2022-04-02 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2022-01-01 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2021-10-01 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-29 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2021-03-29 00:00:00";system;PaymentCard
98;499;USD;Quarterly;Bronze;"2020-06-30 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-29 00:00:00";system;PaymentCard
99;999;USD;Quarterly;Silver;"2020-07-08 00:00:00";7,125;membership payment;0;Success;Success;"2022-01-07 00:00:00";system;PaymentCard
99;999;USD;Quarterly;Silver;"2020-07-08 00:00:00";7,125;membership payment;0;Success;Success;"2021-10-07 00:00:00";system;PaymentCard
99;999;USD;Quarterly;Silver;"2020-07-08 00:00:00";7,125;membership payment;0;Success;Success;"2021-07-07 00:00:00";system;PaymentCard
99;999;USD;Quarterly;Silver;"2020-07-08 00:00:00";7,125;membership payment;0;Success;Success;"2021-04-07 00:00:00";system;PaymentCard
99;999;USD;Quarterly;Silver;"2020-07-08 00:00:00";7,125;membership payment;0;Success;Success;"2021-01-07 00:00:00";system;PaymentCard
99;999;USD;Quarterly;Silver;"2020-07-08 00:00:00";2,375;membership additional service;0;Success;Success;"2020-11-12 00:00:00";system;PaymentCard
100;999;USD;Quarterly;Silver;"2020-07-13 00:00:00";2,997;membership payment;0;Success;Success;"2021-04-08 00:00:00";system;PaymentCard
100;999;USD;Quarterly;Silver;"2020-07-13 00:00:00";2,997;membership payment;0;Success;Success;"2021-01-08 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2022-11-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2022-08-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2022-05-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2022-02-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2021-11-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2021-08-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";3,263.3701171875;membership payment;0;Success;Success;"2021-05-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";46,750;membership additional service;0;Success;Success;"2021-03-17 00:00:00";staff;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";499;membership payment;0;Success;Success;"2021-02-22 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";499;membership payment;0;Success;Success;"2021-01-15 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-01 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";499;membership additional service;0;Success;Success;"2020-11-09 00:00:00";system;PaymentCard
101;499;USD;Quarterly;Bronze;"2020-07-16 00:00:00";499;membership additional service;0;Success;Success;"2020-10-30 00:00:00";system;PaymentCard
102;499;USD;Quarterly;Bronze;"2020-07-24 00:00:00";1,497;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
102;499;USD;Quarterly;Bronze;"2020-07-24 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-01 00:00:00";system;PaymentCard
102;499;USD;Quarterly;Bronze;"2020-07-24 00:00:00";1,497;membership payment;0;Success;Success;"2021-03-01 00:00:00";system;PaymentCard
102;499;USD;Quarterly;Bronze;"2020-07-24 00:00:00";1,497;membership payment;0;Failed;Your card does not support this type of purchase.;"2020-12-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";22,477.5;membership payment;0;Success;Success;"2022-11-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";22,477.5;membership payment;0;Success;Success;"2022-08-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";22,477.5;membership payment;0;Success;Success;"2022-05-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";22,477.5;membership payment;0;Success;Success;"2022-02-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";22,477.5;membership payment;0;Success;Success;"2021-11-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";22,477.5;membership payment;0;Success;Success;"2021-08-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";3,371.25;membership payment;0;Success;Success;"2021-05-01 00:00:00";system;PaymentCard
103;5,994;DKK;Quarterly;Bronze;"2020-07-27 00:00:00";3,371.25;membership payment;0;Success;Success;"2021-02-01 00:00:00";system;PaymentCard
104;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-08-06 00:00:00";system;PaymentCard
104;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-05-06 00:00:00";system;PaymentCard
104;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-06 00:00:00";system;PaymentCard
104;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-06 00:00:00";system;PaymentCard
104;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";999;membership additional service;0;Success;Success;"2020-10-26 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-10-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-07-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-04-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-01-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-10-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-07-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-04-23 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";5,394;membership additional service;0;Failed;NULL;"2021-04-15 00:00:00";staff;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";499;membership payment;0;Success;Success;"2021-02-10 00:00:00";system;PaymentCard
105;499;USD;Quarterly;Bronze;"2020-08-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-01-26 00:00:00";system;PaymentCard
106;499;USD;Quarterly;Bronze;"2020-08-13 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-13 00:00:00";system;PaymentCard
106;499;USD;Quarterly;Bronze;"2020-08-13 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-13 00:00:00";system;PaymentCard
107;999;USD;Annually;Silver;"2020-08-17 00:00:00";22,800;membership payment;0;Success;Success;"2022-02-18 00:00:00";system;PaymentCard
107;999;USD;Annually;Silver;"2020-08-17 00:00:00";17,100;membership payment;0;Success;Success;"2021-05-14 00:00:00";system;PaymentCard
107;999;USD;Annually;Silver;"2020-08-17 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-14 00:00:00";system;PaymentCard
107;999;USD;Annually;Silver;"2020-08-17 00:00:00";3,236.3999023438;membership payment;0;Success;Success;"2020-11-14 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";1,497;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";1,497;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";2,997;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";2,997;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";2,997;membership payment;0;Success;Success;"2021-12-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";2,997;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";2,997;membership payment;0;Success;Success;"2021-06-01 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-25 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";10,788;membership payment;0;Success;Success;"2021-02-25 00:00:00";system;PaymentCard
108;499;USD;Quarterly;Bronze;"2020-08-25 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-25 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2021-12-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2021-03-01 00:00:00";system;PaymentCard
109;499;USD;Quarterly;Bronze;"2020-08-31 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2022-11-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2022-08-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2022-05-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2022-02-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2021-11-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2021-08-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";7,437.5;membership additional service;0;Success;Success;"2021-07-29 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";17,850;membership payment;0;Success;Success;"2021-05-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2021-02-01 00:00:00";system;PaymentCard
110;5,950;DKK;Quarterly;Bronze;"2020-09-01 00:00:00";22,312.5;membership payment;0;Success;Success;"2020-11-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-12-21 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-12-12 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2022-11-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-10-31 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-10-20 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-10-10 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-09-26 00:00:00";staff;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-09-20 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-09-12 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2022-08-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-07-05 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2022-05-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-04-27 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-04-11 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-03-31 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2022-02-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-01-25 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";50,000;membership additional service;0;Success;Success;"2022-01-06 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2021-11-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2021-09-04 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2021-08-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";150,000;membership payment;0;Success;Success;"2021-05-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";7,316.25;charge for specific project;0;Success;Success;"2021-03-24 00:00:00";staff;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";178,748;membership payment;0;Success;Success;"2021-02-01 00:00:00";system;PaymentCard
111;80,000;DKK;Monthly;Gold;"2020-09-07 00:00:00";178,748;membership payment;0;Success;Success;"2020-11-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";37,500;charge for specific project;0;Success;Success;"2022-07-08 00:00:00";staff;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2021-12-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2021-08-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2021-05-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2021-02-01 00:00:00";system;PaymentCard
112;8,666;DKK;Quarterly;Gold;"2020-09-07 00:00:00";32,497.5;membership payment;0;Success;Success;"2020-11-01 00:00:00";system;PaymentCard
113;12,500;USD;Annually;Gold;"2020-09-16 00:00:00";19,375;membership payment;0;Success;Success;"2022-09-29 00:00:00";staff;PaymentCard
113;12,500;USD;Annually;Gold;"2020-09-16 00:00:00";58,500;membership payment;0;Success;Success;"2022-03-03 00:00:00";system;PaymentCard
113;12,500;USD;Annually;Gold;"2020-09-16 00:00:00";58,500;membership payment;0;Success;Success;"2021-03-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";1,497;membership payment;0;Success;Success;"2022-06-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";1,497;membership payment;0;Success;Success;"2022-03-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";1,497;membership payment;0;Success;Success;"2021-12-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";1,497;membership payment;0;Success;Success;"2021-09-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";2,997;membership payment;0;Success;Success;"2021-03-03 00:00:00";system;PaymentCard
114;499;USD;Quarterly;Bronze;"2020-09-16 00:00:00";2,997;membership payment;0;Success;Success;"2020-12-03 00:00:00";system;PaymentCard
115;1,615;USD;Annually;Silver;"2020-09-23 00:00:00";19,380;membership payment;0;Success;Success;"2021-12-23 00:00:00";system;PaymentCard
116;499;USD;Quarterly;Bronze;"2020-09-25 00:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";8,997;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2021-12-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2021-06-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2021-03-01 00:00:00";system;PaymentCard
117;2,999;USD;Monthly;Gold;"2020-10-02 00:00:00";2,997;membership payment;0;Success;Success;"2020-12-01 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";2,997;membership payment;0;Success;Success;"2022-05-05 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";2,997;membership payment;0;Success;Success;"2022-02-05 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";2,997;membership payment;0;Success;Success;"2021-11-05 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";2,997;membership payment;0;Success;Success;"2021-08-05 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";2,997;membership payment;0;Success;Success;"2021-05-05 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";2,997;membership payment;0;Success;Success;"2021-02-05 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";1,497;membership payment;0;Success;Success;"2021-01-12 00:00:00";system;PaymentCard
118;999;USD;Quarterly;Silver;"2020-10-19 00:00:00";1,497;membership additional service;0;Success;Success;"2021-01-08 00:00:00";system;PaymentCard
119;499;USD;Annually;Bronze;"2020-11-04 00:00:00";10,788;membership payment;0;Success;Success;"2022-11-04 00:00:00";system;PaymentCard
119;499;USD;Annually;Bronze;"2020-11-04 00:00:00";10,788;membership payment;0;Success;Success;"2021-11-04 00:00:00";system;PaymentCard
119;499;USD;Annually;Bronze;"2020-11-04 00:00:00";10,788;membership payment;0;Success;Success;"2020-11-04 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-10-01 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";2,997;membership payment;0;Success;Success;"2022-07-01 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";2,997;membership payment;0;Success;Success;"2022-04-03 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-04-01 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2022-02-02 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-11-02 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-08-02 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-05-02 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-02 00:00:00";system;PaymentCard
120;499;USD;Quarterly;Bronze;"2020-11-11 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-11 00:00:00";system;PaymentCard
121;499;USD;Quarterly;Bronze;"2020-11-12 00:00:00";1,497;membership payment;0;Success;Success;"2021-08-11 00:00:00";system;PaymentCard
121;499;USD;Quarterly;Bronze;"2020-11-12 00:00:00";1,497;membership payment;0;Success;Success;"2021-05-11 00:00:00";system;PaymentCard
121;499;USD;Quarterly;Bronze;"2020-11-12 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-11 00:00:00";system;PaymentCard
121;499;USD;Quarterly;Bronze;"2020-11-12 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-12 00:00:00";system;PaymentCard
123;499;USD;Monthly;Bronze;"2020-11-19 00:00:00";499;membership payment;0;Success;Success;"2020-12-19 00:00:00";system;PaymentCard
123;499;USD;Monthly;Bronze;"2020-11-19 00:00:00";499;membership payment;0;Success;Success;"2020-11-19 00:00:00";system;PaymentCard
124;499;USD;Monthly;Bronze;"2020-11-19 00:00:00";1,123.75;membership payment;0;Success;Success;"2020-11-19 00:00:00";system;PaymentCard
125;499;USD;Monthly;Bronze;"2020-11-24 00:00:00";1,123.75;membership payment;0;Success;Success;"2020-11-24 00:00:00";system;PaymentCard
127;1,300;EUR;Quarterly;Silver;"2020-12-01 00:00:00";2,999;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
127;1,300;EUR;Quarterly;Silver;"2020-12-01 00:00:00";2,999;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
127;1,300;EUR;Quarterly;Silver;"2020-12-01 00:00:00";2,999;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
127;1,300;EUR;Quarterly;Silver;"2020-12-01 00:00:00";2,999;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
