"charge_amount","currency","membership_id","description_event","discount","status","message","transaction_date","triggered_by","payment_method"
"72000",USD,83,membership payment,0,Success,Success,"2021-06-30 00:00:00",system,PaymentCard
"1497",USD,202,membership payment,0,Success,Success,"2021-06-30 00:00:00",system,PaymentCard
"9158.75",USD,176,charge for specific project,0,Success,Success,"2021-06-30 00:00:00",staff,PaymentCard
"20716",DKK,181,membership payment,0,Success,Success,"2021-06-30 00:00:00",system,PaymentCard
"3371.25",USD,82,membership payment,0,Success,Success,"2021-07-01 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-01 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2021-07-01 00:00:00",system,PaymentCard
"2997",USD,203,membership payment,0,Success,Success,"2021-07-01 00:00:00",system,PaymentCard
"2997",USD,204,membership payment,0,Success,Success,"2021-07-01 00:00:00",system,PaymentCard
"1497",USD,182,membership payment,0,Success,Success,"2021-07-01 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-02 00:00:00",system,PaymentCard
"499",USD,185,membership additional service,0,Success,Success,"2021-07-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2021-07-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2021-07-03 00:00:00",system,PaymentCard
"499",USD,129,membership payment,0,Success,Success,"2021-07-04 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-06 00:00:00",system,PaymentCard
"2997",USD,183,membership payment,0,Success,Success,"2021-07-06 00:00:00",system,PaymentCard
"1497",USD,205,membership payment,0,Success,Success,"2021-07-06 00:00:00",system,PaymentCard
"7125",USD,184,membership payment,0,Success,Success,"2021-07-06 00:00:00",system,PaymentCard
"7125",USD,99,membership payment,0,Success,Success,"2021-07-07 00:00:00",system,PaymentCard
"1497",USD,149,membership payment,0,Success,Success,"2021-07-07 00:00:00",system,PaymentCard
"3750",USD,128,membership additional service,0,Success,Success,"2021-07-07 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-08 00:00:00",system,PaymentCard
"1497",USD,186,membership payment,0,Success,Success,"2021-07-08 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-08 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-09 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-07-09 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-09 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-10 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-11 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-11 00:00:00",system,PaymentCard
"31875",USD,176,membership payment,0,Success,Success,"2021-07-12 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-12 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-12 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-13 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Failed,Your card has insufficient funds.,"2021-07-13 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-13 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-13 00:00:00",system,PaymentCard
"10788",USD,206,membership payment,0,Success,Success,"2021-07-13 00:00:00",system,PaymentCard
"1497",USD,155,membership payment,0,Success,Success,"2021-07-13 00:00:00",system,PaymentCard
"803",EUR,148,membership additional service,0,Success,Success,"2021-07-14 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Failed,Your card has insufficient funds.,"2021-07-14 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-14 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-14 00:00:00",system,PaymentCard
"1497",USD,7,membership payment,0,Success,Success,"2021-07-15 00:00:00",system,PaymentCard
"1497",USD,12,membership payment,0,Success,Success,"2021-07-15 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-15 00:00:00",system,PaymentCard
"1497",USD,156,membership payment,0,Success,Success,"2021-07-15 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Failed,Your card has insufficient funds.,"2021-07-15 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-15 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-15 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-07-15 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Success,Success,"2021-07-16 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Failed,Your card has insufficient funds.,"2021-07-16 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-16 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-16 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Failed,Your card has insufficient funds.,"2021-07-17 00:00:00",system,PaymentCard
"3750",USD,128,membership additional service,0,Success,Success,"2021-07-17 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-17 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-17 00:00:00",system,PaymentCard
"999",USD,153,membership payment,0,Success,Success,"2021-07-17 00:00:00",system,PaymentCard
"5394",USD,157,membership payment,0,Success,Success,"2021-07-18 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Failed,Your card has insufficient funds.,"2021-07-18 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-18 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-18 00:00:00",system,PaymentCard
"1497",USD,185,membership payment,0,Success,Success,"2021-07-19 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-19 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Failed,Your card has insufficient funds.,"2021-07-19 00:00:00",system,PaymentCard
"499",USD,192,membership payment,0,Success,Success,"2021-07-19 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-19 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-19 00:00:00",system,PaymentCard
"8997",USD,71,membership payment,0,Success,Success,"2021-07-20 00:00:00",system,PaymentCard
"1497",USD,74,membership payment,0,Success,Success,"2021-07-20 00:00:00",system,PaymentCard
"22800",USD,146,membership payment,0,Success,Success,"2021-07-20 00:00:00",system,PaymentCard
"2997",USD,183,membership payment,0,Success,Success,"2021-07-20 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Failed,Your card was declined.,"2021-07-20 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2021-07-20 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Success,Success,"2021-07-20 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Success,Success,"2021-07-20 00:00:00",system,PaymentCard
"1497",USD,201,membership payment,0,Success,Success,"2021-07-21 00:00:00",system,PaymentCard
"1497",USD,186,membership payment,0,Success,Success,"2021-07-21 00:00:00",system,PaymentCard
"199980",USD,159,membership payment,0,Success,Success,"2021-07-21 00:00:00",system,PaymentCard
"499",USD,179,membership payment,0,Success,Success,"2021-07-22 00:00:00",system,PaymentCard
"999",USD,138,membership payment,0,Success,Success,"2021-07-22 00:00:00",system,PaymentCard
"1497",USD,86,membership payment,0,Success,Success,"2021-07-23 00:00:00",system,PaymentCard
"1497",USD,105,membership payment,0,Success,Success,"2021-07-23 00:00:00",system,PaymentCard
"999",USD,139,membership additional service,0,Success,Success,"2021-07-23 00:00:00",system,PaymentCard
"100000",USD,159,membership payment,0,Success,Success,"2021-07-23 00:00:00",system,PaymentCard
"3750",USD,128,membership additional service,0,Success,Success,"2021-07-23 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-07-23 00:00:00",system,PaymentCard
"499",USD,160,membership payment,0,Success,Success,"2021-07-25 00:00:00",system,PaymentCard
"21915",DKK,161,membership payment,0,Success,Success,"2021-07-25 00:00:00",system,PaymentCard
"1497",USD,162,membership payment,0,Success,Success,"2021-07-25 00:00:00",system,PaymentCard
"2997",USD,171,membership payment,0,Success,Success,"2021-07-26 00:00:00",system,PaymentCard
"499",USD,192,membership additional service,0,Success,Success,"2021-07-27 00:00:00",system,PaymentCard
"7437.5",DKK,110,membership additional service,0,Success,Success,"2021-07-29 00:00:00",system,PaymentCard
"1497",USD,87,membership payment,0,Success,Success,"2021-07-29 00:00:00",system,PaymentCard
"25895",DKK,181,membership payment,0,Success,Success,"2021-07-30 00:00:00",system,PaymentCard
"1497",USD,70,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"72000",USD,83,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"22477.5",DKK,103,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"22312.5",DKK,110,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"150000",DKK,111,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"32497.5",DKK,112,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"2997",USD,139,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"2997",USD,142,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"2409",EUR,148,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"1497",USD,209,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"1497",USD,192,membership payment,0,Success,Success,"2021-08-01 00:00:00",system,PaymentCard
"1497",USD,120,membership payment,0,Success,Success,"2021-08-02 00:00:00",system,PaymentCard
"499",USD,210,membership payment,0,Success,Success,"2021-08-03 00:00:00",system,PaymentCard
"200000",USD,159,membership payment,0,Success,Success,"2021-08-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2021-08-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2021-08-03 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card has insufficient funds.,"2021-08-04 00:00:00",system,PaymentCard
"10800",USD,147,membership payment,0,Success,Success,"2021-08-04 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card has insufficient funds.,"2021-08-04 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card has insufficient funds.,"2021-08-04 00:00:00",system,PaymentCard
"499",USD,129,membership payment,0,Success,Success,"2021-08-04 00:00:00",system,PaymentCard
"1497",USD,140,membership payment,0,Success,Success,"2021-08-05 00:00:00",system,PaymentCard
"8997",USD,71,membership payment,0,Success,Success,"2021-08-05 00:00:00",system,PaymentCard
"1497",USD,166,membership payment,0,Success,Success,"2021-08-05 00:00:00",system,PaymentCard
"2997",USD,118,membership payment,0,Success,Success,"2021-08-05 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card has insufficient funds.,"2021-08-05 00:00:00",system,PaymentCard
"1497",USD,88,membership payment,0,Success,Success,"2021-08-05 00:00:00",system,PaymentCard
"1497",USD,104,membership payment,0,Success,Success,"2021-08-06 00:00:00",system,PaymentCard
"3750",USD,128,membership payment,0,Success,Success,"2021-08-06 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-06 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-07 00:00:00",system,PaymentCard
"21000",DKK,141,membership payment,0,Success,Success,"2021-08-08 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-08 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-09 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-09 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-09 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-09 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-10 00:00:00",system,PaymentCard
"499",USD,200,membership payment,0,Success,Success,"2021-08-10 00:00:00",system,PaymentCard
"22477.5",DKK,211,membership payment,0,Success,Success,"2021-08-10 00:00:00",system,PaymentCard
"1497",USD,121,membership payment,0,Success,Success,"2021-08-11 00:00:00",system,PaymentCard
"1497",USD,169,membership payment,0,Success,Success,"2021-08-11 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-11 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-12 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-13 00:00:00",system,PaymentCard
"1497",USD,75,membership payment,0,Success,Success,"2021-08-14 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-16 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-16 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-08-16 00:00:00",system,PaymentCard
"1497",USD,151,membership payment,0,Success,Success,"2021-08-17 00:00:00",system,PaymentCard
"620",USD,208,membership payment,0,Success,Success,"2021-08-17 00:00:00",system,PaymentCard
"999",USD,153,membership payment,0,Success,Success,"2021-08-17 00:00:00",system,PaymentCard
"1497",USD,170,membership payment,0,Success,Success,"2021-08-17 00:00:00",system,PaymentCard
"1497",USD,23,membership payment,0,Success,Success,"2021-08-18 00:00:00",system,PaymentCard
"1497",USD,19,membership payment,0,Success,Success,"2021-08-19 00:00:00",system,PaymentCard
"499",USD,18,membership additional service,0,Success,Success,"2021-08-19 00:00:00",system,PaymentCard
"499",USD,179,membership payment,0,Success,Success,"2021-08-22 00:00:00",system,PaymentCard
"999",USD,138,membership payment,0,Success,Success,"2021-08-22 00:00:00",system,PaymentCard
"1497",USD,101,membership payment,0,Success,Success,"2021-08-22 00:00:00",system,PaymentCard
"2997",USD,212,membership payment,0,Success,Success,"2021-08-23 00:00:00",system,PaymentCard
"25895",DKK,181,membership additional service,0,Success,Success,"2021-08-23 00:00:00",system,PaymentCard
"499",USD,25,membership additional service,0,Success,Success,"2021-08-23 00:00:00",system,PaymentCard
"3750",USD,128,membership additional service,0,Success,Success,"2021-08-24 00:00:00",system,PaymentCard
"1497",USD,213,membership payment,0,Success,Success,"2021-08-24 00:00:00",system,PaymentCard
"2997",USD,192,membership payment,0,Success,Success,"2021-08-24 00:00:00",system,PaymentCard
"1497",USD,193,membership payment,0,Success,Success,"2021-08-24 00:00:00",system,PaymentCard
"71250",USD,128,membership additional service,0,Success,Success,"2021-08-24 00:00:00",staff,PaymentCard
"499",USD,160,membership payment,0,Success,Success,"2021-08-25 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Success,Success,"2021-08-25 00:00:00",system,PaymentCard
"632",GBP,143,membership additional service,0,Success,Success,"2021-08-25 00:00:00",system,PaymentCard
"1497",USD,152,membership payment,0,Success,Success,"2021-08-26 00:00:00",system,PaymentCard
"1497",USD,194,membership payment,0,Success,Success,"2021-08-28 00:00:00",system,PaymentCard
"25895",DKK,181,membership payment,0,Success,Success,"2021-08-30 00:00:00",system,PaymentCard
"1497",USD,18,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"1497",USD,20,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"1497",USD,25,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"1497",USD,102,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"2997",USD,108,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"1497",USD,109,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"32497.5",DKK,112,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"2997",USD,117,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"2997",USD,214,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"2999",EUR,127,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"1497",USD,173,membership payment,0,Success,Success,"2021-09-01 00:00:00",system,PaymentCard
"1896",GBP,143,membership payment,0,Success,Success,"2021-09-02 00:00:00",system,PaymentCard
"1497",USD,114,membership payment,0,Success,Success,"2021-09-03 00:00:00",system,PaymentCard
"499",USD,210,membership payment,0,Success,Success,"2021-09-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2021-09-03 00:00:00",system,PaymentCard
"1500",USD,189,membership payment,0,Success,Success,"2021-09-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2021-09-03 00:00:00",system,PaymentCard
"150000",DKK,111,membership payment,0,Success,Success,"2021-09-04 00:00:00",system,PaymentCard
"499",USD,129,membership payment,0,Success,Success,"2021-09-04 00:00:00",system,PaymentCard
"2997",USD,14,membership payment,0,Success,Success,"2021-09-06 00:00:00",system,PaymentCard
"3371.25",USD,215,membership payment,0,Success,Success,"2021-09-06 00:00:00",system,PaymentCard
"3000",USD,131,membership payment,0,Success,Success,"2021-09-07 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-08 00:00:00",system,PaymentCard
"1497",USD,196,membership payment,0,Success,Success,"2021-09-08 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-08 00:00:00",system,PaymentCard
"2997",USD,130,membership payment,0,Success,Success,"2021-09-08 00:00:00",system,PaymentCard
"1497",USD,132,membership payment,0,Success,Success,"2021-09-08 00:00:00",system,PaymentCard
"999",USD,183,membership payment,0,Success,Success,"2021-09-08 00:00:00",system,PaymentCard
"3371.25",USD,197,membership payment,0,Success,Success,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Success,Success,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,"2021-09-09 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-09 00:00:00",system,PaymentCard
"1500",USD,133,membership payment,0,Success,Success,"2021-09-09 00:00:00",system,PaymentCard
"1497",USD,175,membership payment,0,Success,Success,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,"2021-09-09 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Success,Success,"2021-09-10 00:00:00",system,PaymentCard
"999",USD,139,membership additional service,0,Success,Success,"2021-09-10 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-10 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-11 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-12 00:00:00",system,PaymentCard
"1497",USD,92,membership payment,0,Success,Success,"2021-09-13 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-13 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-09-14 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-09-14 00:00:00",system,PaymentCard
"1497",USD,187,membership payment,0,Failed,Your card was declined.,"2021-09-14 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-14 00:00:00",system,PaymentCard
"1123.75",USD,76,membership additional service,0,Success,Success,"2021-09-15 00:00:00",system,PaymentCard
"1497",USD,217,membership payment,0,Success,Success,"2021-09-15 00:00:00",system,PaymentCard
"2997",USD,97,membership payment,0,Success,Success,"2021-09-15 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-15 00:00:00",system,PaymentCard
"1497",USD,80,membership payment,0,Success,Success,"2021-09-16 00:00:00",system,PaymentCard
"1497",USD,199,membership payment,0,Success,Success,"2021-09-16 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Failed,Your card was declined.,"2021-09-16 00:00:00",system,PaymentCard
"3371.25",USD,76,membership payment,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"620",USD,208,membership payment,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"15780",USD,218,membership payment,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"999",USD,153,membership payment,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"999",USD,183,membership additional service,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-09-17 00:00:00",system,PaymentCard
"1497",USD,177,membership payment,0,Success,Success,"2021-09-18 00:00:00",system,PaymentCard
"3371.25",USD,178,membership payment,0,Success,Success,"2021-09-18 00:00:00",system,PaymentCard
"1620",EUR,96,membership additional service,0,Success,Success,"2021-09-20 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Success,Success,"2021-09-21 00:00:00",system,PaymentCard
"999",USD,139,membership additional service,0,Success,Success,"2021-09-21 00:00:00",system,PaymentCard
"4495",USD,220,membership payment,0,Success,Success,"2021-09-21 00:00:00",system,PaymentCard
"1497",USD,77,membership payment,0,Success,Success,"2021-09-21 00:00:00",system,PaymentCard
"499",USD,207,membership payment,0,Success,Success,"2021-09-21 00:00:00",system,PaymentCard
"499",USD,179,membership payment,0,Success,Success,"2021-09-22 00:00:00",system,PaymentCard
"999",USD,138,membership payment,0,Success,Success,"2021-09-22 00:00:00",system,PaymentCard
"2997",USD,219,membership payment,0,Success,Success,"2021-09-23 00:00:00",system,PaymentCard
"1497",USD,74,membership payment,0,Success,Success,"2021-09-24 00:00:00",system,PaymentCard
"1497",USD,221,membership payment,0,Success,Success,"2021-09-24 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-09-24 00:00:00",system,PaymentCard
"3800",USD,171,membership additional service,0,Success,Success,"2021-09-24 00:00:00",system,PaymentCard
"1497",USD,15,membership payment,0,Success,Success,"2021-09-25 00:00:00",system,PaymentCard
"499",USD,160,membership payment,0,Success,Success,"2021-09-25 00:00:00",system,PaymentCard
"1497",USD,163,membership payment,0,Success,Success,"2021-09-28 00:00:00",system,PaymentCard
"999",USD,139,membership additional service,0,Success,Success,"2021-09-28 00:00:00",system,PaymentCard
"9996",USD,180,membership payment,0,Success,Success,"2021-09-29 00:00:00",system,PaymentCard
"3371.25",USD,22,membership payment,0,Success,Success,"2021-09-30 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Success,Success,"2021-09-30 00:00:00",system,PaymentCard
"1497",USD,202,membership payment,0,Success,Success,"2021-09-30 00:00:00",system,PaymentCard
"25895",DKK,181,membership payment,0,Success,Success,"2021-09-30 00:00:00",system,PaymentCard
"3371.25",USD,82,membership payment,0,Success,Success,"2021-10-01 00:00:00",system,PaymentCard
"1497",USD,98,membership payment,0,Success,Success,"2021-10-01 00:00:00",system,PaymentCard
"4530",EUR,154,membership payment,0,Success,Success,"2021-10-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2021-10-01 00:00:00",system,PaymentCard
"1497",USD,182,membership payment,0,Success,Success,"2021-10-01 00:00:00",system,PaymentCard
"499",USD,210,membership payment,0,Success,Success,"2021-10-03 00:00:00",system,PaymentCard
"200000",USD,159,membership payment,0,Success,Success,"2021-10-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2021-10-03 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-10-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2021-10-03 00:00:00",system,PaymentCard
"5394",USD,158,membership payment,0,Success,Success,"2021-10-04 00:00:00",system,PaymentCard
"999",USD,129,membership payment,0,Success,Success,"2021-10-04 00:00:00",system,PaymentCard
"999",USD,139,membership additional service,0,Success,Success,"2021-10-04 00:00:00",system,PaymentCard
"1497",USD,205,membership payment,0,Success,Success,"2021-10-06 00:00:00",system,PaymentCard
"46312.5",DKK,184,membership payment,0,Success,Success,"2021-10-06 00:00:00",system,PaymentCard
"7125",USD,99,membership payment,0,Success,Success,"2021-10-07 00:00:00",system,PaymentCard
"1497",USD,149,membership payment,0,Success,Success,"2021-10-07 00:00:00",system,PaymentCard
"10788",USD,224,membership payment,0,Success,Success,"2021-10-08 00:00:00",system,PaymentCard
"999",USD,171,membership additional service,0,Success,Success,"2021-10-11 00:00:00",system,PaymentCard
"1497",USD,222,membership payment,0,Success,Success,"2021-10-13 00:00:00",system,PaymentCard
"1497",USD,155,membership payment,0,Success,Success,"2021-10-13 00:00:00",system,PaymentCard
"999",USD,139,membership additional service,0,Success,Success,"2021-10-13 00:00:00",system,PaymentCard
"1497",USD,7,membership payment,0,Success,Success,"2021-10-15 00:00:00",system,PaymentCard
"1497",USD,12,membership payment,0,Success,Success,"2021-10-15 00:00:00",system,PaymentCard
"1497",USD,156,membership payment,0,Success,Success,"2021-10-15 00:00:00",system,PaymentCard
"999",USD,214,membership additional service,0,Success,Success,"2021-10-15 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Success,Success,"2021-10-16 00:00:00",system,PaymentCard
"499",USD,20,membership additional service,0,Success,Success,"2021-10-16 00:00:00",system,PaymentCard
"620",USD,208,membership payment,0,Success,Success,"2021-10-17 00:00:00",system,PaymentCard
"1497",USD,226,membership payment,0,Success,Success,"2021-10-17 00:00:00",system,PaymentCard
"999",USD,153,membership payment,0,Success,Success,"2021-10-17 00:00:00",system,PaymentCard
"2997",USD,227,membership payment,0,Success,Success,"2021-10-18 00:00:00",system,PaymentCard
"2997",USD,227,membership payment,0,Success,Success,"2021-10-18 00:00:00",system,PaymentCard
"1497",USD,228,membership payment,0,Success,Success,"2021-10-18 00:00:00",system,PaymentCard
